Code,FS_Rules,FS_Prof_Tech_Component,EFS_Rules,EFS_Prof_Tech_Component
24665,1,0,5,0
24666,1,0,5,0
24670,1,0,6,0
24675,1,0,7,0
24685,1,0,5,0
24800,1,0,5,0
24802,1,0,5,0
24900,1,0,5,0
24920,1,0,5,0
24925,1,0,5,0
24930,1,0,5,0
24931,1,0,5,0
24935,1,0,5,0
24940,0,0,0,0
24999,0,0,0,0
25000,1,0,5,0
25001,1,0,4,0
25020,1,0,5,0
25023,1,0,5,0
25024,1,0,4,0
25025,1,0,4,0
25028,1,0,5,0
25031,1,0,5,0
25035,1,0,5,0
25040,1,0,5,0
25065,1,0,5,0
25066,1,0,5,0
25071,1,0,5,0
25073,1,0,4,0
25075,1,0,5,0
25076,1,0,5,0
25077,1,0,5,0
25078,1,0,4,0
25085,1,0,5,0
25100,1,0,5,0
25101,1,0,5,0
25105,1,0,5,0
25107,1,0,5,0
25109,1,0,4,0
25110,1,0,5,0
25111,1,0,5,0
25112,1,0,5,0
25115,1,0,5,0
25116,1,0,5,0
25118,1,0,5,0
25119,1,0,5,0
25120,1,0,5,0
25125,1,0,5,0
25126,1,0,5,0
25130,1,0,5,0
25135,1,0,5,0
25136,1,0,5,0
25145,1,0,5,0
25150,1,0,5,0
25151,1,0,5,0
25170,1,0,5,0
25210,1,0,5,0
25215,1,0,5,0
25230,1,0,5,0
25240,1,0,5,0
25246,1,0,5,0
25248,1,0,5,0
25250,1,0,5,0
25251,1,0,5,0
25259,1,0,4,0
25260,1,0,5,0
25263,1,0,5,0
25265,1,0,5,0
25270,1,0,5,0
25272,1,0,5,0
25274,1,0,5,0
25275,1,0,4,0
25280,1,0,5,0
25290,1,0,5,0
25295,1,0,5,0
25300,1,0,5,0
25301,1,0,5,0
25310,1,0,5,0
25312,1,0,5,0
25315,1,0,5,0
25316,1,0,5,0
25320,1,0,5,0
25332,1,0,5,0
25335,1,0,5,0
25337,1,0,5,0
25350,1,0,5,0
25355,1,0,5,0
25360,1,0,5,0
25365,1,0,5,0
25370,1,0,5,0
25375,1,0,5,0
25390,1,0,5,0
25391,1,0,5,0
25392,1,0,5,0
25393,1,0,5,0
25394,1,0,4,0
25400,1,0,5,0
25405,1,0,5,0
25415,1,0,5,0
25420,1,0,5,0
25425,1,0,5,0
25426,1,0,5,0
25430,1,0,4,0
25431,1,0,4,0
25440,1,0,5,0
25441,1,0,5,0
25442,1,0,5,0
25443,1,0,5,0
25444,1,0,5,0
25445,1,0,5,0
25446,1,0,5,0
25447,1,0,4,0
25449,1,0,5,0
25450,1,0,5,0
25455,1,0,5,0
25490,1,0,5,0
25491,1,0,5,0
25492,1,0,5,0
25500,1,0,6,0
25505,1,0,5,0
25515,1,0,5,0
25520,1,0,5,0
25525,1,0,5,0
25526,1,0,5,0
25530,1,0,6,0
25535,1,0,5,0
25545,1,0,5,0
25560,1,0,6,0
25565,1,0,5,0
25574,1,0,5,0
25575,1,0,5,0
25600,1,0,6,0
25605,1,0,5,0
25606,1,0,4,0
25607,1,0,4,0
25608,1,0,4,0
25609,1,0,4,0
25622,1,0,5,0
25624,1,0,5,0
25628,1,0,5,0
25630,1,0,6,0
25635,1,0,5,0
25645,1,0,5,0
25650,1,0,5,0
25651,1,0,4,0
25652,1,0,4,0
25660,1,0,7,0
25670,1,0,5,0
25671,1,0,4,0
25675,1,0,5,0
25676,1,0,5,0
25680,1,0,5,0
25685,1,0,5,0
25690,1,0,7,0
25695,1,0,5,0
25800,1,0,5,0
25805,1,0,5,0
25810,1,0,5,0
25820,1,0,5,0
25825,1,0,5,0
25830,1,0,5,0
25900,1,0,5,0
25905,1,0,5,0
25907,1,0,5,0
25909,1,0,5,0
25915,1,0,5,0
25920,1,0,5,0
25922,1,0,5,0
25924,1,0,5,0
25927,1,0,5,0
25929,1,0,5,0
25931,1,0,5,0
25999,0,0,0,0
26010,1,0,7,0
26011,1,0,7,0
26020,1,0,5,0
26025,1,0,5,0
26030,1,0,5,0
26034,1,0,5,0
26035,1,0,5,0
26037,1,0,5,0
26040,1,0,5,0
26045,1,0,5,0
26055,1,0,5,0
26060,1,0,5,0
26070,1,0,5,0
26075,1,0,5,0
26080,1,0,5,0
26100,1,0,5,0
26105,1,0,5,0
26110,1,0,5,0
26111,1,0,5,0
26113,1,0,4,0
26115,1,0,7,0
26116,1,0,5,0
26117,1,0,5,0
26118,1,0,4,0
26121,1,0,5,0
26123,1,0,5,0
26125,1,0,5,0
26130,1,0,5,0
26135,1,0,5,0
26140,1,0,5,0
26145,1,0,5,0
26160,1,0,5,0
26170,1,0,4,0
26180,1,0,4,0
26185,1,0,5,0
26200,1,0,5,0
26205,1,0,5,0
26210,1,0,5,0
26215,1,0,5,0
26230,1,0,5,0
26235,1,0,5,0
26236,1,0,5,0
26250,1,0,5,0
26260,1,0,5,0
26262,1,0,5,0
26320,1,0,7,0
26340,1,0,4,0
26341,1,0,7,0
26350,1,0,5,0
26352,1,0,5,0
26356,1,0,5,0
26357,1,0,5,0
26358,1,0,5,0
26370,1,0,5,0
26372,1,0,5,0
26373,1,0,5,0
26390,1,0,5,0
26392,1,0,5,0
26410,1,0,5,0
26412,1,0,5,0
26415,1,0,5,0
26416,1,0,5,0
26418,1,0,5,0
26420,1,0,5,0
26426,1,0,5,0
26428,1,0,5,0
26432,1,0,5,0
26433,1,0,5,0
26434,1,0,5,0
26437,1,0,5,0
26440,1,0,5,0
26442,1,0,5,0
26445,1,0,5,0
26449,1,0,5,0
26450,1,0,5,0
26455,1,0,5,0
26460,1,0,5,0
26471,1,0,5,0
26474,1,0,5,0
26476,1,0,5,0
26477,1,0,5,0
26478,1,0,5,0
26479,1,0,5,0
26480,1,0,5,0
26483,1,0,5,0
26485,1,0,5,0
26489,1,0,5,0
26490,1,0,5,0
26492,1,0,5,0
26494,1,0,5,0
26496,1,0,5,0
26497,1,0,5,0
26498,1,0,5,0
26499,1,0,5,0
26500,1,0,5,0
26502,1,0,5,0
26508,1,0,5,0
26510,1,0,5,0
26516,1,0,5,0
26517,1,0,5,0
26518,1,0,5,0
26520,1,0,5,0
26525,1,0,5,0
26530,1,0,5,0
26531,1,0,5,0
26535,1,0,5,0
26536,1,0,5,0
26540,1,0,5,0
26541,1,0,5,0
26542,1,0,5,0
26545,1,0,5,0
26546,1,0,5,0
26548,1,0,5,0
26550,1,0,5,0
26551,1,0,5,0
26553,1,0,5,0
26554,1,0,5,0
26555,1,0,5,0
26556,1,0,5,0
26560,1,0,5,0
26561,1,0,5,0
26562,1,0,5,0
26565,1,0,5,0
26567,1,0,5,0
26568,1,0,5,0
26580,1,0,5,0
26587,0,0,0,0
26590,1,0,5,0
26591,0,0,0,0
26593,1,0,5,0
26596,0,0,0,0
26600,1,0,6,0
26605,1,0,7,0
26607,1,0,5,0
26608,1,0,5,0
26615,1,0,5,0
26641,1,0,7,0
26645,1,0,7,0
26650,1,0,5,0
26665,1,0,5,0
26670,1,0,7,0
26675,1,0,5,0
26676,1,0,5,0
26685,1,0,5,0
26686,1,0,5,0
26700,1,0,7,0
26705,1,0,5,0
26706,1,0,5,0
26715,1,0,5,0
26720,1,0,6,0
26725,1,0,7,0
26727,1,0,7,0
26735,1,0,5,0
26740,1,0,7,0
26742,1,0,7,0
26746,1,0,5,0
26750,1,0,6,0
26755,1,0,7,0
26756,1,0,5,0
26765,1,0,5,0
26770,1,0,7,0
26775,1,0,5,0
26776,1,0,5,0
26785,1,0,5,0
26820,1,0,5,0
26841,1,0,5,0
26842,1,0,5,0
26843,1,0,5,0
26844,1,0,5,0
26850,1,0,5,0
26852,1,0,5,0
26860,1,0,5,0
26861,1,0,5,0
26862,1,0,5,0
26863,1,0,5,0
26910,1,0,5,0
26951,1,0,5,0
26952,1,0,5,0
26989,0,0,0,0
26990,1,0,5,0
26991,1,0,5,0
26992,1,0,5,0
27000,1,0,5,0
27001,1,0,5,0
27003,1,0,5,0
27005,1,0,5,0
27006,1,0,5,0
27025,1,0,5,0
27027,1,0,4,0
27030,1,0,5,0
27033,1,0,5,0
27035,1,0,5,0
27036,1,0,5,0
27040,1,0,7,0
27041,1,0,7,0
27043,1,0,4,0
27045,1,0,4,0
27047,1,0,7,0
27048,1,0,5,0
27049,1,0,5,0
27050,1,0,5,0
27052,1,0,5,0
27054,1,0,5,0
27057,1,0,4,0
27059,1,0,4,0
27060,1,0,5,0
27062,1,0,5,0
27065,1,0,5,0
27066,1,0,5,0
27067,1,0,5,0
27070,1,0,5,0
27071,1,0,5,0
27075,1,0,5,0
27076,1,0,5,0
27077,1,0,5,0
27078,1,0,5,0
27080,1,0,5,0
27086,1,0,7,0
27087,1,0,5,0
27090,1,0,5,0
27091,1,0,5,0
27093,1,0,5,0
27095,1,0,5,0
27096,1,0,5,0
27097,1,0,5,0
27098,1,0,5,0
27100,1,0,5,0
27105,1,0,5,0
27110,1,0,5,0
27111,1,0,5,0
27120,1,0,5,0
27122,1,0,5,0
27125,1,0,5,0
27130,1,0,5,0
27132,0,0,0,0
27134,1,0,5,0
27137,1,0,5,0
27138,0,0,0,0
27140,1,0,5,0
27146,1,0,5,0
27147,1,0,5,0
27151,1,0,5,0
27156,1,0,5,0
27158,0,0,0,0
27161,1,0,5,0
27165,1,0,5,0
27170,1,0,5,0
27175,1,0,5,0
27176,1,0,5,0
27177,1,0,5,0
27178,1,0,5,0
27179,1,0,5,0
27181,1,0,5,0
27185,1,0,5,0
27187,1,0,5,0
27197,1,0,0,0
27198,1,0,0,0
27200,1,0,7,0
27202,1,0,5,0
27215,1,0,4,0
27216,1,0,4,0
27217,1,0,4,0
27218,1,0,4,0
27220,1,0,5,0
27222,1,0,5,0
27226,1,0,5,0
27227,1,0,5,0
27228,1,0,5,0
27230,0,0,0,0
27232,1,0,5,0
27235,1,0,5,0
27236,1,0,5,0
27238,1,0,6,0
27240,1,0,5,0
27244,1,0,5,0
27245,1,0,5,0
27246,1,0,5,0
27248,1,0,5,0
27250,1,0,6,0
27252,1,0,5,0
27253,1,0,5,0
27254,1,0,5,0
27256,1,0,6,0
27257,1,0,5,0
27258,1,0,5,0
27259,1,0,5,0
27265,1,0,5,0
27266,1,0,5,0
27267,1,0,5,0
27268,1,0,5,0
27269,1,0,4,0
27275,1,0,5,0
27279,1,0,5,0
27280,1,0,5,0
27282,1,0,5,0
27284,1,0,5,0
27286,1,0,5,0
27290,1,0,5,0
27295,1,0,5,0
27299,0,0,0,0
27301,1,0,5,0
27303,1,0,5,0
27305,1,0,5,0
27306,1,0,5,0
27307,1,0,5,0
27310,1,0,5,0
27323,1,0,7,0
27324,1,0,5,0
27325,1,0,4,0
27326,1,0,4,0
27327,1,0,7,0
27328,1,0,5,0
27329,1,0,5,0
27330,1,0,5,0
27331,1,0,5,0
27332,1,0,5,0
27333,1,0,5,0
27334,1,0,5,0
27335,1,0,5,0
27337,1,0,5,0
27339,1,0,4,0
27340,1,0,5,0
27345,1,0,5,0
27347,1,0,5,0
27350,1,0,5,0
27355,1,0,5,0
27356,1,0,5,0
27357,1,0,5,0
27358,1,0,5,0
27360,1,0,5,0
27364,1,0,4,0
27365,1,0,5,0
27370,1,0,5,0
27372,1,0,5,0
27380,1,0,5,0
27381,1,0,5,0
27385,1,0,5,0
27386,1,0,5,0
27390,1,0,5,0
27391,1,0,5,0
27392,1,0,5,0
27393,1,0,5,0
27394,1,0,5,0
27395,1,0,5,0
27396,1,0,4,0
27397,1,0,4,0
27400,1,0,5,0
27403,1,0,5,0
27405,1,0,5,0
27407,1,0,5,0
27409,1,0,5,0
27412,1,0,5,0
27415,1,0,5,0
27416,1,0,4,0
27418,1,0,5,0
27420,1,0,5,0
27422,1,0,5,0
27424,1,0,5,0
27425,1,0,5,0
27427,0,0,0,0
27428,1,0,5,0
27429,1,0,5,0
27430,1,0,5,0
27435,1,0,5,0
27437,1,0,5,0
27438,1,0,5,0
27440,1,0,5,0
27441,1,0,5,0
27442,1,0,5,0
27443,1,0,5,0
27445,0,0,0,0
27446,0,0,0,0
27447,1,0,5,0
27448,1,0,5,0
27450,1,0,5,0
27454,1,0,5,0
27455,1,0,5,0
27457,1,0,5,0
27465,1,0,5,0
27466,1,0,5,0
27468,1,0,5,0
27470,1,0,5,0
27472,1,0,5,0
27475,1,0,5,0
27477,1,0,5,0
27479,1,0,5,0
27485,1,0,5,0
27486,0,0,0,0
27487,1,0,5,0
27488,1,0,5,0
27495,0,0,0,0
27496,1,0,5,0
27497,1,0,5,0
27498,1,0,5,0
27499,1,0,5,0
27500,1,0,4,0
27501,1,0,5,0
27502,1,0,5,0
27503,1,0,5,0
27506,1,0,5,0
27507,1,0,5,0
27508,1,0,4,0
27509,1,0,5,0
27510,1,0,5,0
27511,1,0,5,0
27513,1,0,5,0
27514,1,0,5,0
27516,1,0,5,0
27517,1,0,5,0
27519,1,0,5,0
27520,1,0,4,0
27524,1,0,5,0
27530,1,0,6,0
27532,1,0,5,0
27535,1,0,5,0
27536,1,0,5,0
27538,1,0,7,0
27540,1,0,5,0
27550,1,0,6,0
27552,1,0,5,0
27556,1,0,5,0
27557,1,0,5,0
27558,1,0,5,0
27560,1,0,7,0
27562,1,0,5,0
27566,1,0,5,0
27570,1,0,5,0
27580,1,0,5,0
27590,1,0,5,0
27591,1,0,1,0
27592,1,0,5,0
27594,1,0,5,0
27596,1,0,5,0
27598,1,0,5,0
27599,0,0,0,0
27600,1,0,5,0
27601,1,0,5,0
27602,1,0,5,0
27603,1,0,5,0
27604,1,0,5,0
27605,1,0,17,0
27606,1,0,17,0
27607,1,0,17,0
27610,1,0,17,0
27612,1,0,17,0
27613,1,0,17,0
27614,1,0,17,0
27615,1,0,17,0
27616,1,0,15,0
27618,1,0,25,0
27619,1,0,17,0
27620,1,0,17,0
27625,1,0,17,0
27626,1,0,17,0
27630,1,0,17,0
27632,1,0,17,0
27634,1,0,15,0
27635,1,0,5,0
27637,1,0,5,0
27638,1,0,5,0
27640,1,0,5,0
27641,1,0,5,0
27645,1,0,5,0
27646,1,0,5,0
27647,1,0,17,0
27648,1,0,17,0
27650,1,0,17,0
27652,1,0,17,0
27654,1,0,17,0
27656,1,0,5,0
27658,1,0,17,0
27659,1,0,17,0
27664,1,0,17,0
27665,1,0,17,0
27675,1,0,17,0
27676,1,0,17,0
27680,1,0,17,0
27681,1,0,17,0
27685,1,0,17,0
27686,1,0,17,0
27687,1,0,17,0
27690,1,0,17,0
27691,1,0,17,0
27692,1,0,17,0
27695,1,0,17,0
27696,1,0,17,0
27698,1,0,17,0
27700,1,0,5,0
27702,1,0,5,0
27703,1,0,5,0
27704,1,0,5,0
27705,1,0,5,0
27707,1,0,5,0
27709,1,0,5,0
27712,1,0,5,0
27715,1,0,5,0
27720,1,0,5,0
27722,1,0,5,0
27724,1,0,5,0
27725,0,0,0,0
27726,1,0,4,0
27727,1,0,5,0
27730,1,0,5,0
27732,1,0,5,0
27734,1,0,5,0
27740,1,0,5,0
27742,1,0,5,0
27745,1,0,5,0
27750,1,0,6,0
27752,1,0,5,0
27756,1,0,5,0
27758,1,0,5,0
27759,1,0,5,0
27760,1,0,19,0
27762,1,0,17,0
27766,1,0,17,0
27767,1,0,17,0
27768,1,0,17,0
27769,1,0,15,0
27780,1,0,6,0
27781,1,0,5,0
27784,1,0,5,0
27786,1,0,19,0
27788,1,0,17,0
27792,1,0,17,0
27802,0,0,0,0
27808,1,0,25,0
27810,1,0,17,0
27814,1,0,17,0
27816,1,0,19,0
27818,1,0,17,0
27822,1,0,17,0
27823,1,0,17,0
27824,1,0,17,0
27825,1,0,17,0
27826,1,0,17,0
27827,1,0,17,0
27828,1,0,17,0
27829,1,0,17,0
27830,1,0,7,0
27831,1,0,5,0
27832,1,0,5,0
27840,1,0,19,0
27842,1,0,17,0
27846,1,0,17,0
27848,1,0,17,0
27860,1,0,17,0
27870,1,0,17,0
27871,1,0,5,0
27880,1,0,5,0
27881,1,0,5,0
27882,1,0,5,0
27884,1,0,5,0
27886,1,0,5,0
27888,1,0,5,0
27889,1,0,5,0
27892,1,0,5,0
27893,1,0,5,0
27894,1,0,5,0
27899,0,0,0,0
28001,1,0,25,0
28002,1,0,17,0
28003,1,0,17,0
28005,1,0,17,0
28008,1,0,17,0
28010,1,0,25,0
28011,1,0,25,0
28020,1,0,17,0
28022,1,0,17,0
28024,1,0,17,0
28035,1,0,17,0
28039,1,0,17,0
28041,1,0,15,0
28043,1,0,17,0
28045,0,0,0,0
28046,1,0,5,0
28047,1,0,15,0
28050,1,0,17,0
28052,1,0,17,0
28054,1,0,17,0
28055,1,0,15,0
28060,1,0,17,0
28062,1,0,17,0
28070,1,0,17,0
28072,1,0,17,0
28080,1,0,17,0
28086,1,0,17,0
28088,1,0,17,0
28090,1,0,17,0
28092,1,0,17,0
28100,1,0,17,0
28102,1,0,5,0
28103,1,0,5,0
28104,1,0,17,0
28106,1,0,5,0
28107,1,0,5,0
28108,1,0,17,0
28110,1,0,17,0
28111,1,0,17,0
28112,1,0,17,0
28113,1,0,17,0
28114,1,0,17,0
28116,1,0,17,0
28118,1,0,17,0
28119,1,0,17,0
28120,1,0,17,0
28122,1,0,17,0
28124,1,0,17,0
28126,1,0,17,0
28130,1,0,17,0
28140,1,0,17,0
28150,1,0,17,0
28153,1,0,5,0
28160,1,0,17,0
28171,1,0,5,0
28173,1,0,5,0
28175,1,0,17,0
28190,1,0,25,0
28192,1,0,17,0
28193,1,0,17,0
28200,1,0,17,0
28202,1,0,17,0
28208,1,0,17,0
28210,1,0,17,0
28220,1,0,17,0
28222,1,0,17,0
28225,1,0,17,0
28226,1,0,17,0
28230,1,0,17,0
28232,1,0,17,0
28234,1,0,17,0
28238,1,0,17,0
28240,1,0,17,0
28250,1,0,17,0
28260,1,0,17,0
28261,1,0,17,0
28262,1,0,17,0
28264,1,0,17,0
28270,1,0,17,0
28272,1,0,17,0
28280,1,0,17,0
28285,1,0,17,0
28286,1,0,17,0
28288,1,0,17,0
28289,1,0,17,0
28291,1,0,15,0
28292,1,0,17,0
28295,1,0,1,0
28296,1,0,17,0
28297,1,0,17,0
28298,1,0,17,0
28299,1,0,17,0
28300,1,0,17,0
28302,1,0,17,0
28304,1,0,17,0
28305,1,0,5,0
28306,1,0,17,0
28307,1,0,5,0
28308,1,0,17,0
28309,1,0,5,0
28310,1,0,17,0
28312,1,0,17,0
28313,1,0,17,0
28315,1,0,17,0
28320,1,0,5,0
28322,1,0,17,0
28340,1,0,17,0
28341,1,0,5,0
28344,1,0,17,0
28345,1,0,17,0
28360,1,0,5,0
28400,1,0,6,0
28405,1,0,5,0
28406,1,0,17,0
28415,1,0,17,0
28420,1,0,5,0
28430,1,0,25,0
28435,1,0,17,0
28436,1,0,5,0
28445,1,0,17,0
28446,1,0,15,0
28450,1,0,6,0
28455,1,0,17,0
28456,1,0,17,0
28465,1,0,17,0
28470,1,0,6,0
28475,1,0,25,0
28476,1,0,17,0
28485,1,0,17,0
28490,1,0,6,0
28495,1,0,25,0
28496,1,0,17,0
28505,1,0,17,0
28510,1,0,6,0
28515,1,0,25,0
28525,1,0,17,0
28530,1,0,7,0
28531,1,0,5,0
28540,1,0,25,0
28545,1,0,17,0
28546,1,0,17,0
28555,1,0,17,0
28570,1,0,25,0
28575,1,0,17,0
28576,1,0,5,0
28585,1,0,17,0
28600,1,0,25,0
28605,1,0,17,0
28606,1,0,17,0
28615,1,0,17,0
28630,1,0,25,0
28635,1,0,17,0
28636,1,0,5,0
28645,1,0,17,0
28660,1,0,25,0
28665,1,0,17,0
28666,1,0,5,0
28675,1,0,17,0
28705,1,0,17,0
28715,1,0,17,0
28725,1,0,17,0
28730,1,0,17,0
28735,1,0,17,0
28737,1,0,17,0
28740,1,0,17,0
28750,1,0,17,0
28755,1,0,17,0
28760,1,0,17,0
28800,1,0,17,0
28805,1,0,17,0
28810,1,0,17,0
28820,1,0,17,0
28825,1,0,17,0
28890,1,0,17,0
28899,0,0,0,0
29000,1,0,5,0
29010,1,0,5,0
29015,1,0,5,0
29035,1,0,5,0
29040,1,0,5,0
29044,1,0,5,0
29046,1,0,5,0
29049,1,0,7,0
29055,1,0,7,0
29058,1,0,7,0
29065,1,0,7,0
29075,1,0,7,0
29085,1,0,7,0
29086,1,0,6,0
29105,1,0,7,0
29125,1,0,7,0
29126,1,0,7,0
29130,1,0,7,0
29131,1,0,7,0
29200,1,0,5,0
29240,1,0,5,0
29260,1,0,5,0
29280,1,0,7,0
29305,1,0,5,0
29325,1,0,5,0
29345,1,0,25,0
29355,1,0,25,0
29358,1,0,7,0
29365,1,0,25,0
29405,1,0,25,0
29425,1,0,25,0
29435,1,0,21,0
29440,1,0,25,0
29445,1,0,17,0
29450,1,0,25,0
29505,1,0,25,0
29515,1,0,25,0
29520,1,0,7,0
29530,1,0,7,0
29540,1,0,25,0
29550,1,0,25,0
29580,1,0,25,0
29581,1,0,25,0
29582,1,0,7,0
29583,1,0,7,0
29584,1,0,7,0
29700,1,0,25,0
29705,1,0,25,0
29710,1,0,7,0
29720,1,0,7,0
29730,1,0,25,0
29740,1,0,25,0
29750,1,0,25,0
29799,0,0,0,0
29800,1,0,4,0
29804,1,0,4,0
29805,1,0,4,0
29806,1,0,4,0
29807,1,0,4,0
29819,1,0,5,0
29820,1,0,5,0
29821,1,0,5,0
29822,1,0,5,0
29823,1,0,5,0
29824,1,0,4,0
29825,1,0,5,0
29826,1,0,4,0
29827,1,0,5,0
29828,1,0,4,0
29830,1,0,5,0
29834,1,0,5,0
29835,1,0,5,0
29836,1,0,5,0
29837,1,0,5,0
29838,1,0,5,0
29840,1,0,5,0
29843,1,0,5,0
29844,1,0,5,0
29845,1,0,5,0
29846,1,0,5,0
29847,1,0,5,0
29848,1,0,5,0
29850,1,0,5,0
29851,1,0,5,0
29855,1,0,5,0
29856,1,0,5,0
29860,1,0,5,0
29861,1,0,5,0
29862,1,0,5,0
29863,1,0,5,0
29866,1,0,5,0
29867,1,0,5,0
29868,1,0,5,0
29870,1,0,5,0
29871,1,0,5,0
29873,1,0,5,0
29874,1,0,5,0
29875,1,0,5,0
29876,1,0,5,0
29877,1,0,5,0
29879,1,0,5,0
29880,1,0,4,0
29881,1,0,4,0
29882,1,0,5,0
29883,1,0,5,0
29884,1,0,5,0
29885,1,0,5,0
29886,1,0,5,0
29887,1,0,5,0
29888,1,0,5,0
29889,1,0,5,0
29891,1,0,17,0
29892,1,0,17,0
29893,1,0,17,0
29894,1,0,17,0
29895,1,0,17,0
29897,1,0,17,0
29898,1,0,17,0
29899,1,0,15,0
29900,1,0,4,0
29901,1,0,4,0
29902,1,0,4,0
29904,1,0,15,0
29905,1,0,15,0
29906,1,0,15,0
29907,1,0,15,0
29914,1,0,4,0
29915,1,0,4,0
29916,1,0,4,0
29999,0,0,0,0
30000,1,0,3,0
30020,1,0,3,0
30100,1,0,7,0
30110,1,0,3,0
30115,1,0,1,0
30117,1,0,1,0
30118,1,0,1,0
30120,1,0,5,0
30124,1,0,3,0
30125,1,0,1,0
30130,1,0,5,0
30140,1,0,5,0
30150,1,0,5,0
30160,1,0,5,0
30200,1,0,7,0
30210,1,0,7,0
30220,1,0,5,0
30300,1,0,7,0
30310,1,0,5,0
30320,1,0,5,0
30400,1,0,1,0
30410,1,0,1,0
30420,1,0,1,0
30430,1,0,3,0
30435,1,0,1,0
30450,1,0,5,0
30460,1,0,5,0
30462,1,0,5,0
30465,1,0,5,0
30520,1,0,5,0
30540,1,0,1,0
30545,1,0,1,0
30560,1,0,7,0
30580,1,0,1,0
30600,1,0,1,0
30620,1,0,5,0
30630,1,0,5,0
30801,1,0,3,0
30802,1,0,3,0
30901,1,0,3,0
30903,1,0,3,0
30905,1,0,3,0
30906,1,0,3,0
30915,1,0,5,0
30920,1,0,5,0
30930,1,0,5,0
30999,0,0,0,0
31000,1,0,7,0
31002,1,0,7,0
3101,0,0,0,0
31020,1,0,5,0
3103,0,0,0,0
31030,1,0,5,0
31032,1,0,5,0
31040,1,0,5,0
31050,1,0,5,0
31051,1,0,5,0
31070,1,0,5,0
31075,1,0,5,0
31080,1,0,5,0
31081,1,0,5,0
31084,1,0,5,0
31085,1,0,5,0
31086,1,0,5,0
31087,1,0,5,0
31090,1,0,5,0
31200,1,0,5,0
31201,1,0,5,0
31205,1,0,5,0
31225,1,0,5,0
31230,1,0,5,0
31231,1,0,5,0
31233,1,0,5,0
31235,1,0,5,0
31237,1,0,5,0
31238,1,0,5,0
31239,1,0,5,0
31240,1,0,5,0
31254,1,0,5,0
31255,1,0,5,0
31256,1,0,5,0
31267,1,0,5,0
31276,1,0,5,0
31287,1,0,5,0
31288,1,0,5,0
31290,1,0,5,0
31291,1,0,5,0
31292,1,0,5,0
31293,1,0,5,0
31294,1,0,5,0
31295,1,0,4,0
31296,1,0,4,0
31297,1,0,4,0
31299,0,0,0,0
31300,1,0,5,0
31320,1,0,5,0
31360,1,0,5,0
31365,1,0,5,0
31367,1,0,5,0
31368,1,0,5,0
31370,1,0,5,0
31375,1,0,5,0
31380,1,0,5,0
31382,1,0,5,0
31390,1,0,5,0
31395,1,0,5,0
31400,1,0,5,0
31420,1,0,5,0
31500,1,0,5,0
31502,1,0,4,0
31505,1,0,7,0
31510,1,0,5,0
31511,1,0,5,0
31512,1,0,5,0
31513,1,0,5,0
31515,1,0,5,0
31520,1,0,5,0
31525,1,0,7,0
31526,1,0,5,0
31527,1,0,5,0
31528,1,0,5,0
31529,1,0,5,0
31530,1,0,5,0
31531,1,0,5,0
31535,1,0,5,0
31536,1,0,5,0
31540,1,0,5,0
31541,1,0,5,0
31545,1,0,5,0
31546,1,0,5,0
31551,1,0,4,0
31552,1,0,4,0
31553,1,0,4,0
31554,1,0,4,0
31560,1,0,5,0
31561,1,0,5,0
31570,1,0,5,0
31571,1,0,5,0
31572,1,0,0,0
31573,1,0,0,0
31574,1,0,0,0
31575,1,0,5,0
31576,0,0,0,0
31577,1,0,5,0
31578,0,0,0,0
31579,1,0,5,0
31580,1,0,5,0
31584,1,0,5,0
31587,1,0,5,0
31590,1,0,5,0
31591,1,0,4,0
31592,1,0,4,0
31595,1,0,5,0
31599,0,0,0,0
31600,1,0,5,0
31601,1,0,5,0
31603,1,0,5,0
31605,1,0,5,0
31610,1,0,5,0
31611,1,0,5,0
31612,1,0,5,0
31613,1,0,5,0
31614,1,0,5,0
31615,1,0,5,0
31622,1,0,5,0
31623,1,0,5,0
31624,1,0,5,0
31625,1,0,5,0
31626,1,0,5,0
31627,1,0,5,0
31628,1,0,5,0
31629,1,0,5,0
31630,1,0,5,0
31631,1,0,5,0
31632,1,0,5,0
31633,1,0,5,0
31634,1,0,5,0
31635,1,0,5,0
31636,1,0,5,0
31637,1,0,5,0
31638,1,0,5,0
31640,1,0,5,0
31641,1,0,5,0
31643,1,0,5,0
31645,1,0,5,0
31646,1,0,5,0
31647,1,0,4,0
31648,1,0,4,0
31649,1,0,4,0
31651,1,0,4,0
31652,1,0,4,0
31653,1,0,4,0
31654,1,0,4,0
31660,1,0,4,0
31661,1,0,4,0
31717,1,0,5,0
31720,1,0,5,0
31725,1,0,5,0
31730,1,0,5,0
31750,1,0,5,0
31755,1,0,5,0
31760,1,0,5,0
31766,1,0,5,0
31770,1,0,5,0
31775,1,0,5,0
31780,1,0,5,0
31781,1,0,5,0
31785,1,0,5,0
31786,1,0,5,0
31800,1,0,5,0
31805,1,0,5,0
31820,1,0,5,0
31825,1,0,5,0
31830,1,0,5,0
31899,0,0,0,0
32035,1,0,4,0
32036,1,0,4,0
32096,1,0,4,0
32097,1,0,4,0
32098,1,0,4,0
32100,1,0,5,0
32110,1,0,5,0
32120,1,0,5,0
32124,1,0,4,0
32140,1,0,4,0
32141,1,0,4,0
32150,1,0,4,0
32151,1,0,5,0
32160,1,0,5,0
32200,1,0,5,0
