Medi-Cal UA and UB Modifier Maximum Allowable Reimbursement Rates for Surgical and Anesthesia Supplies and Drugs as of February 2016,,,,,,,,,,,
Procedure Code,,Outpatient,,,,Procedure Code,,Medical,,,UA - Medicaid level of care 10
From,Thru,UA,UB,,,From,Thru,UA,UB,,UB - Medicaid level of care 11
28135,28135,$45.00,$75.00,,,28135,28135,$50.00,$80.00,,
28140,28140,$45.00,$75.00,,,28140,28140,$50.00,$80.00,,
28150,28150,$35.00,$65.00,,,28150,28150,$40.00,$70.00,,
28153,28153,$35.00,$65.00,,,28153,28153,$40.00,$70.00,,
28160,28160,$35.00,$65.00,,,28160,28160,$40.00,$70.00,,
28171,28175,$40.00,$70.00,,,28171,28175,$45.00,$75.00,,
28190,28190,$30.00,$60.00,,,28190,28190,$35.00,$65.00,,
28192,28192,$35.00,$65.00,,,28192,28192,$40.00,$70.00,,
28193,28193,$35.00,$65.00,,,28193,28193,$40.00,$70.00,,
28200,28210,$45.00,$75.00,,,28200,28210,$50.00,$80.00,,
28220,28226,$40.00,$70.00,,,28220,28226,$45.00,$75.00,,
28230,28236,$40.00,$70.00,,,28230,28236,$45.00,$75.00,,
28238,28238,$40.00,$70.00,,,28238,28238,$45.00,$75.00,,
28240,28240,$25.00,$55.00,,,28240,28240,$30.00,$60.00,,
28250,28250,$40.00,$70.00,,,28250,28250,$45.00,$75.00,,
28260,28264,$50.00,$80.00,,,28260,28264,$55.00,$85.00,,
28270,28270,$50.00,$80.00,,,28270,28270,$55.00,$85.00,,
28272,28272,$40.00,$70.00,,,28272,28272,$45.00,$75.00,,
28280,28280,$45.00,$75.00,,,28280,28280,$50.00,$80.00,,
28285,28286,$45.00,$75.00,,,28285,28286,$50.00,$80.00,,
28288,28288,$45.00,$75.00,,,28288,28288,$50.00,$80.00,,
28289,28289,$40.00,$70.00,,,28289,28289,$45.00,$75.00,,
28290,28292,$35.00,$65.00,,,28290,28292,$40.00,$70.00,,
28293,28293,$35.00,$65.00,,,28293,28293,$40.00,$70.00,,
28294,28294,$40.00,$70.00,,,28294,28294,$45.00,$75.00,,
28296,28298,$40.00,$70.00,,,28296,28298,$45.00,$75.00,,
28299,28299,$60.00,$90.00,,,28299,28299,$65.00,$95.00,,
28300,28312,$45.00,$75.00,,,28300,28312,$50.00,$80.00,,
28313,28314,$45.00,$75.00,,,28313,28314,$50.00,$80.00,,
28315,28315,$45.00,$75.00,,,28315,28315,$50.00,$80.00,,
28320,28322,$45.00,$75.00,,,28320,28322,$50.00,$80.00,,
28340,28345,$45.00,$75.00,,,28340,28345,$50.00,$80.00,,
28360,28360,$45.00,$75.00,,,28360,28360,$50.00,$80.00,,
28400,28400,$10.00,$10.00,,,28400,28400,$15.00,$15.00,,
28405,28406,$15.00,$45.00,,,28405,28406,$20.00,$50.00,,
28410,28420,$45.00,$75.00,,,28410,28420,$50.00,$80.00,,
28430,28435,$15.00,$45.00,,,28430,28435,$20.00,$50.00,,
28436,28436,$25.00,$55.00,,,28436,28436,$30.00,$60.00,,
28440,28440,$20.00,$50.00,,,28440,28440,$25.00,$55.00,,
28445,28446,$35.00,$65.00,,,28445,28446,$40.00,$70.00,,
28450,28455,$15.00,$45.00,,,28450,28455,$20.00,$50.00,,
28456,28456,$25.00,$55.00,,,28456,28456,$30.00,$60.00,,
28460,28465,$45.00,$75.00,,,28460,28465,$50.00,$80.00,,
28470,28470,$10.00,$10.00,,,28470,28470,$15.00,$15.00,,
28475,28475,$15.00,$45.00,,,28475,28475,$20.00,$50.00,,
28476,28476,$25.00,$55.00,,,28476,28476,$30.00,$60.00,,
28480,28485,$35.00,$65.00,,,28480,28485,$40.00,$70.00,,
28490,28490,$10.00,$10.00,,,28490,28490,$15.00,$15.00,,
28495,28495,$10.00,$30.00,,,28495,28495,$15.00,$35.00,,
28496,28496,$25.00,$55.00,,,28496,28496,$30.00,$60.00,,
28500,28505,$35.00,$65.00,,,28500,28505,$40.00,$70.00,,
28510,28510,$6.00,$6.00,,,28510,28510,$11.00,$11.00,,
28515,28515,$15.00,$15.00,,,28515,28515,$20.00,$20.00,,
28520,28525,$30.00,$60.00,,,28520,28525,$35.00,$65.00,,
28530,28530,$10.00,$10.00,,,28530,28530,$15.00,$15.00,,
28531,28531,$40.00,$70.00,,,28531,28531,$45.00,$75.00,,
28540,28540,$8.00,$8.00,,,28540,28540,$13.00,$13.00,,
28545,28545,$10.00,$30.00,,,28545,28545,$15.00,$35.00,,
28546,28546,$40.00,$70.00,,,28546,28546,$45.00,$75.00,,
28550,28555,$40.00,$70.00,,,28550,28555,$45.00,$75.00,,
28570,28570,$8.00,$8.00,,,28570,28570,$13.00,$13.00,,
28575,28575,$8.00,$30.00,,,28575,28575,$13.00,$35.00,,
28576,28576,$40.00,$70.00,,,28576,28576,$45.00,$75.00,,
28580,28580,$30.00,$60.00,,,28580,28580,$35.00,$65.00,,
28585,28585,$35.00,$65.00,,,28585,28585,$40.00,$70.00,,
28600,28600,$10.00,$10.00,,,28600,28600,$15.00,$15.00,,
28605,28605,$40.00,$70.00,,,28605,28605,$45.00,$75.00,,
28606,28606,$40.00,$70.00,,,28606,28606,$45.00,$75.00,,
28610,28615,$35.00,$65.00,,,28610,28615,$40.00,$70.00,,
28630,28630,$12.00,$12.00,,,28630,28630,$17.00,$17.00,,
28635,28635,$12.00,$32.00,,,28635,28635,$17.00,$37.00,,
28636,28636,$40.00,$70.00,,,28636,28636,$45.00,$75.00,,
28640,28645,$35.00,$65.00,,,28640,28645,$40.00,$70.00,,
28660,28660,$12.00,$12.00,,,28660,28660,$17.00,$17.00,,
28665,28665,$24.00,$54.00,,,28665,28665,$29.00,$59.00,,
28666,28666,$24.00,$54.00,,,28666,28666,$29.00,$59.00,,
28670,28675,$30.00,$60.00,,,28670,28675,$35.00,$65.00,,
28705,28705,$35.00,$65.00,,,28705,28705,$40.00,$70.00,,
28715,28715,$45.00,$75.00,,,28715,28715,$50.00,$80.00,,
28725,28725,$35.00,$65.00,,,28725,28725,$40.00,$70.00,,
28730,28735,$40.00,$70.00,,,28730,28735,$45.00,$75.00,,
28737,28737,$40.00,$70.00,,,28737,28737,$45.00,$75.00,,
28740,28740,$30.00,$60.00,,,28740,28740,$35.00,$65.00,,
28750,28760,$35.00,$65.00,,,28750,28760,$40.00,$70.00,,
28800,28805,$45.00,$75.00,,,28800,28805,$50.00,$80.00,,
28810,28825,$40.00,$70.00,,,28810,28825,$45.00,$75.00,,
28890,28890,$20.00,$50.00,,,28890,28890,$25.00,$55.00,,
28899,28899,$35.00,$65.00,,,28899,28899,$40.00,$70.00,,
29000,29000,$25.00,$50.00,,,29000,29000,$30.00,$55.00,,
29010,29010,$25.00,$50.00,,,29010,29010,$30.00,$55.00,,
29015,29015,$30.00,$55.00,,,29015,29015,$35.00,$60.00,,
29020,29020,$32.00,$62.00,,,29020,29020,$37.00,$67.00,,
29025,29025,$30.00,$60.00,,,29025,29025,$35.00,$65.00,,
29035,29035,$20.00,$45.00,,,29035,29035,$25.00,$50.00,,
29040,29040,$25.00,$50.00,,,29040,29040,$30.00,$55.00,,
29044,29044,$30.00,$55.00,,,29044,29044,$35.00,$60.00,,
29046,29046,$35.00,$60.00,,,29046,29046,$40.00,$65.00,,
29049,29049,$7.00,$32.00,,,29049,29049,$12.00,$37.00,,
29055,29055,$12.00,$33.00,,,29055,29055,$17.00,$38.00,,
29058,29058,$10.00,$35.00,,,29058,29058,$15.00,$40.00,,
29065,29065,$6.00,$31.00,,,29065,29065,$11.00,$36.00,,
29075,29075,$5.00,$30.00,,,29075,29075,$10.00,$35.00,,
29085,29085,$6.00,$31.00,,,29085,29085,$11.00,$36.00,,
29086,29086,$60.00,$90.00,,,29086,29086,$65.00,$95.00,,
29087,29087,$6.00,$31.00,,,29087,29087,$11.00,$36.00,,
29105,29105,$6.00,$31.00,,,29105,29105,$11.00,$36.00,,
29125,29126,$5.00,$30.00,,,29125,29126,$10.00,$35.00,,
29130,29130,$6.00,$26.00,,,29130,29130,$11.00,$31.00,,
29131,29131,$6.00,$26.00,,,29131,29131,$11.00,$31.00,,
29200,29280,$10.00,$30.00,,,29200,29280,$15.00,$35.00,,
29305,29305,$12.00,$37.00,,,29305,29305,$17.00,$42.00,,
29325,29325,$16.00,$41.00,,,29325,29325,$21.00,$46.00,,
29345,29345,$14.00,$39.00,,,29345,29345,$19.00,$44.00,,
29355,29355,$11.00,$36.00,,,29355,29355,$16.00,$41.00,,
29358,29358,$30.00,$60.00,,,29358,29358,$35.00,$65.00,,
29365,29365,$13.00,$33.00,,,29365,29365,$18.00,$38.00,,
29405,29405,$11.00,$36.00,,,29405,29405,$16.00,$41.00,,
29425,29425,$8.00,$28.00,,,29425,29425,$13.00,$33.00,,
29435,29435,$13.00,$38.00,,,29435,29435,$18.00,$43.00,,
29440,29440,$4.00,$24.00,,,29440,29440,$9.00,$29.00,,
29445,29445,$13.00,$38.00,,,29445,29445,$18.00,$43.00,,
29450,29450,$8.00,$33.00,,,29450,29450,$13.00,$38.00,,
29455,29455,$15.00,$40.00,,,29455,29455,$20.00,$45.00,,
29505,29505,$6.00,$26.00,,,29505,29505,$11.00,$31.00,,
29515,29515,$6.00,$26.00,,,29515,29515,$11.00,$31.00,,
29520,29550,$6.00,$6.00,,,29520,29550,$11.00,$11.00,,
29580,29584,$5.00,$25.00,,,29580,29584,$10.00,$30.00,,
29590,29590,$10.00,$10.00,,,29590,29590,$15.00,$15.00,,
29700,29715,$5.00,$25.00,,,29700,29715,$10.00,$30.00,,
29720,29720,$8.00,$8.00,,,29720,29720,$13.00,$13.00,,
29730,29751,$2.00,$2.00,,,29730,29751,$7.00,$7.00,,
29799,29799,$12.00,$37.00,,,29799,29799,$17.00,$42.00,,
29800,29800,$6.00,$31.00,,,29800,29800,$11.00,$36.00,,
29804,29804,$6.00,$31.00,,,29804,29804,$11.00,$36.00,,
29805,29805,$6.00,$31.00,,,29805,29805,$11.00,$36.00,,
29806,29806,$6.00,$31.00,,,29806,29806,$11.00,$36.00,,
29807,29807,$6.00,$31.00,,,29807,29807,$11.00,$36.00,,
29815,29823,$50.00,$80.00,,,29815,29823,$55.00,$85.00,,
29824,29824,$60.00,$90.00,,,29824,29824,$65.00,$95.00,,
29825,29825,$65.00,$95.00,,,29825,29825,$70.00,$100.00,,
29826,29826,$60.00,$90.00,,,29826,29826,$65.00,$95.00,,
29827,29827,$60.00,$90.00,,,29827,29827,$65.00,$95.00,,
29828,29828,$30.00,$60.00,,,29828,29828,$35.00,$65.00,,
29830,29847,$50.00,$80.00,,,29830,29847,$55.00,$85.00,,
29848,29848,$50.00,$80.00,,,29848,29848,$55.00,$85.00,,
29850,29850,$50.00,$80.00,,,29850,29850,$55.00,$85.00,,
29851,29851,$50.00,$80.00,,,29851,29851,$55.00,$85.00,,
29855,29856,$50.00,$80.00,,,29855,29856,$55.00,$85.00,,
29860,29863,$60.00,$90.00,,,29860,29863,$65.00,$95.00,,
29866,29868,$60.00,$90.00,,,29866,29868,$65.00,$95.00,,
29870,29870,$60.00,$90.00,,,29870,29870,$65.00,$95.00,,
29871,29880,$60.00,$90.00,,,29871,29880,$65.00,$95.00,,
29881,29881,$65.00,$95.00,,,29881,29881,$70.00,$100.00,,
29882,29887,$60.00,$90.00,,,29882,29887,$65.00,$95.00,,
29888,29889,$60.00,$90.00,,,29888,29889,$65.00,$95.00,,
29890,29890,$50.00,$80.00,,,29890,29890,$55.00,$85.00,,
29891,29891,$65.00,$95.00,,,29891,29891,$70.00,$100.00,,
29892,29892,$65.00,$95.00,,,29892,29892,$70.00,$100.00,,
29893,29893,$40.00,$70.00,,,29893,29893,$45.00,$75.00,,
29894,29898,$55.00,$85.00,,,29894,29898,$61.00,$90.00,,
29899,29899,$55.00,$85.00,,,29899,29899,$61.00,$90.00,,
29900,29902,$60.00,$90.00,,,29900,29902,$65.00,$95.00,,
29904,29907,$60.00,$90.00,,,29904,29907,$65.00,$95.00,,
29909,29909,$60.00,$90.00,,,29909,29909,$65.00,$95.00,,
29914,29916,$60.00,$90.00,,,29914,29916,$65.00,$95.00,,
29999,29999,$50.00,$80.00,,,29999,29999,$55.00,$85.00,,
30000,30020,$12.00,$42.00,,,30000,30020,$17.00,$47.00,,
30100,30100,$12.00,$42.00,,,30100,30100,$17.00,$47.00,,
30110,30111,$12.00,$12.00,,,30110,30111,$17.00,$17.00,,
30115,30116,$20.00,$50.00,,,30115,30116,$25.00,$55.00,,
30117,30118,$25.00,$55.00,,,30117,30118,$30.00,$60.00,,
30120,30120,$15.00,$30.00,,,30120,30120,$20.00,$35.00,,
30124,30125,$20.00,$50.00,,,30124,30125,$25.00,$55.00,,
30130,30130,$24.00,$54.00,,,30130,30130,$29.00,$59.00,,
30140,30140,$30.00,$60.00,,,30140,30140,$35.00,$65.00,,
30150,30150,$40.00,$70.00,,,30150,30150,$45.00,$75.00,,
30160,30160,$45.00,$75.00,,,30160,30160,$50.00,$80.00,,
30200,30200,$12.00,$42.00,,,30200,30200,$17.00,$47.00,,
30210,30210,$30.00,$60.00,,,30210,30210,$35.00,$65.00,,
30220,30220,$25.00,$55.00,,,30220,30220,$30.00,$60.00,,
30300,30300,$5.00,$5.00,,,30300,30300,$10.00,$10.00,,
30310,30310,$5.00,$25.00,,,30310,30310,$10.00,$30.00,,
30320,30320,$30.00,$60.00,,,30320,30320,$35.00,$65.00,,
30400,30420,$30.00,$60.00,,,30400,30420,$35.00,$65.00,,
30430,30435,$30.00,$60.00,,,30430,30435,$35.00,$65.00,,
30450,30450,$30.00,$60.00,,,30450,30450,$35.00,$65.00,,
30460,30460,$30.00,$60.00,,,30460,30460,$35.00,$65.00,,
30462,30462,$30.00,$60.00,,,30462,30462,$35.00,$65.00,,
30465,30465,$25.00,$55.00,,,30465,30465,$30.00,$60.00,,
30520,30520,$25.00,$55.00,,,30520,30520,$30.00,$60.00,,
30540,30545,$25.00,$55.00,,,30540,30545,$30.00,$60.00,,
30560,30560,$25.00,$55.00,,,30560,30560,$30.00,$60.00,,
30580,30600,$25.00,$55.00,,,30580,30600,$30.00,$60.00,,
30620,30620,$24.00,$54.00,,,30620,30620,$29.00,$59.00,,
30630,30630,$30.00,$60.00,,,30630,30630,$35.00,$65.00,,
30800,30805,$12.00,$32.00,,,30800,30805,$17.00,$37.00,,
30820,30825,$12.00,$32.00,,,30820,30825,$17.00,$37.00,,
30901,30906,$8.00,$28.00,,,30901,30906,$13.00,$33.00,,
30915,30915,$10.00,$30.00,,,30915,30915,$15.00,$35.00,,
30920,30920,$15.00,$45.00,,,30920,30920,$20.00,$50.00,,
30930,30930,$15.00,$40.00,,,30930,30930,$20.00,$45.00,,
30999,30999,$30.00,$60.00,,,30999,30999,$35.00,$65.00,,
31000,31002,$15.00,$40.00,,,31000,31002,$20.00,$45.00,,
31020,31033,$26.00,$56.00,,,31020,31033,$31.00,$61.00,,
31040,31040,$30.00,$60.00,,,31040,31040,$35.00,$65.00,,
31050,31051,$30.00,$60.00,,,31050,31051,$35.00,$65.00,,
31070,31090,$24.00,$54.00,,,31070,31090,$29.00,$59.00,,
31200,31205,$35.00,$65.00,,,31200,31205,$40.00,$70.00,,
31225,31230,$35.00,$65.00,,,31225,31230,$40.00,$70.00,,
31231,31231,$10.00,$25.00,,,31231,31231,$15.00,$30.00,,
31233,31233,$5.00,$35.00,,,31233,31233,$10.00,$40.00,,
31235,31235,$30.00,$60.00,,,31235,31235,$35.00,$65.00,,
31237,31237,$25.00,$55.00,,,31237,31237,$30.00,$60.00,,
31238,31239,$30.00,$60.00,,,31238,31239,$35.00,$65.00,,
31240,31240,$30.00,$60.00,,,31240,31240,$35.00,$65.00,,
31245,31245,$25.00,$55.00,,,31245,31245,$30.00,$60.00,,
31246,31246,$25.00,$55.00,,,31246,31246,$30.00,$60.00,,
31250,31250,$10.00,$25.00,,,31250,31250,$15.00,$30.00,,
31252,31258,$15.00,$35.00,,,31252,31258,$20.00,$40.00,,
31260,31260,$20.00,$40.00,,,31260,31260,$25.00,$45.00,,
31261,31261,$25.00,$55.00,,,31261,31261,$30.00,$60.00,,
31262,31262,$25.00,$55.00,,,31262,31262,$30.00,$60.00,,
31263,31268,$25.00,$55.00,,,31263,31268,$30.00,$60.00,,
31270,31270,$20.00,$40.00,,,31270,31270,$25.00,$45.00,,
31275,31277,$25.00,$55.00,,,31275,31277,$30.00,$60.00,,
31280,31280,$30.00,$60.00,,,31280,31280,$35.00,$65.00,,
31281,31281,$40.00,$70.00,,,31281,31281,$45.00,$75.00,,
31282,31282,$35.00,$65.00,,,31282,31282,$40.00,$70.00,,
31285,31285,$20.00,$50.00,,,31285,31285,$25.00,$55.00,,
31286,31286,$35.00,$65.00,,,31286,31286,$40.00,$70.00,,
31287,31287,$35.00,$65.00,,,31287,31287,$40.00,$70.00,,
31288,31288,$35.00,$65.00,,,31288,31288,$40.00,$70.00,,
31290,31294,$35.00,$65.00,,,31290,31294,$40.00,$70.00,,
31295,31297,$40.00,$70.00,,,31295,31297,$45.00,$75.00,,
31300,31320,$10.00,$30.00,,,31300,31320,$15.00,$35.00,,
31360,31360,$30.00,$60.00,,,31360,31360,$35.00,$65.00,,
31365,31365,$40.00,$70.00,,,31365,31365,$45.00,$75.00,,
31367,31367,$30.00,$60.00,,,31367,31367,$35.00,$65.00,,
31368,31368,$40.00,$70.00,,,31368,31368,$45.00,$75.00,,
31370,31380,$30.00,$60.00,,,31370,31380,$35.00,$65.00,,
31382,31390,$35.00,$65.00,,,31382,31390,$40.00,$70.00,,
31395,31395,$45.00,$75.00,,,31395,31395,$50.00,$80.00,,
31400,31400,$35.00,$65.00,,,31400,31400,$40.00,$70.00,,
31420,31420,$25.00,$55.00,,,31420,31420,$30.00,$60.00,,
31500,31500,$25.00,$25.00,,,31500,31500,$30.00,$30.00,,
31502,31502,$25.00,$25.00,,,31502,31502,$30.00,$30.00,,
31505,31512,$5.00,$5.00,,,31505,31512,$10.00,$10.00,,
31513,31513,$5.00,$25.00,,,31513,31513,$10.00,$30.00,,
31515,31515,$5.00,$35.00,,,31515,31515,$10.00,$40.00,,
31520,31529,$10.00,$30.00,,,31520,31529,$15.00,$35.00,,
31530,31571,$20.00,$50.00,,,31530,31571,$25.00,$55.00,,
31575,31578,$30.00,$60.00,,,31575,31578,$35.00,$65.00,,
31579,31579,$30.00,$60.00,,,31579,31579,$35.00,$65.00,,
31580,31582,$30.00,$60.00,,,31580,31582,$35.00,$65.00,,
31584,31584,$35.00,$65.00,,,31584,31584,$40.00,$70.00,,
31585,31585,$10.00,$30.00,,,31585,31585,$15.00,$35.00,,
31586,31586,$15.00,$45.00,,,31586,31586,$20.00,$50.00,,
31587,31588,$30.00,$60.00,,,31587,31588,$35.00,$65.00,,
31590,31595,$25.00,$55.00,,,31590,31595,$30.00,$60.00,,
31599,31599,$30.00,$60.00,,,31599,31599,$35.00,$65.00,,
31600,31610,$30.00,$60.00,,,31600,31610,$35.00,$65.00,,
31611,31611,$15.00,$15.00,,,31611,31611,$20.00,$20.00,,
31612,31612,$15.00,$15.00,,,31612,31612,$20.00,$20.00,,
31613,31614,$30.00,$60.00,,,31613,31614,$35.00,$65.00,,
31615,31615,$15.00,$40.00,,,31615,31615,$20.00,$45.00,,
31620,31620,$35.00,$65.00,,,31620,31620,$40.00,$70.00,,
31622,31622,$10.00,$35.00,,,31622,31622,$15.00,$40.00,,
31623,31623,$10.00,$35.00,,,31623,31623,$15.00,$40.00,,
31624,31625,$10.00,$35.00,,,31624,31625,$15.00,$40.00,,
31626,31626,$10.00,$40.00,,,31626,31626,$15.00,$45.00,,
31627,31627,$15.00,$45.00,,,31627,31627,$20.00,$50.00,,
31628,31655,$10.00,$35.00,,,31628,31655,$15.00,$40.00,,
31656,31656,$10.00,$35.00,,,31656,31656,$15.00,$40.00,,
31659,31661,$10.00,$35.00,,,31659,31661,$15.00,$40.00,,
31700,31700,$10.00,$40.00,,,31700,31700,$15.00,$45.00,,
31708,31710,$8.00,$8.00,,,31708,31710,$13.00,$13.00,,
31715,31715,$10.00,$35.00,,,31715,31715,$15.00,$40.00,,
31717,31717,$8.00,$8.00,,,31717,31717,$13.00,$13.00,,
31720,31725,$10.00,$10.00,,,31720,31725,$15.00,$15.00,,
31730,31730,$10.00,$10.00,,,31730,31730,$15.00,$15.00,,
31750,31760,$35.00,$65.00,,,31750,31760,$40.00,$70.00,,
31766,31766,$40.00,$70.00,,,31766,31766,$45.00,$75.00,,
31770,31770,$40.00,$70.00,,,31770,31770,$45.00,$75.00,,
31775,31781,$35.00,$65.00,,,31775,31781,$40.00,$70.00,,
31785,31786,$40.00,$70.00,,,31785,31786,$45.00,$75.00,,
31800,31800,$20.00,$50.00,,,31800,31800,$25.00,$55.00,,
31805,31805,$30.00,$60.00,,,31805,31805,$35.00,$65.00,,
31820,31820,$20.00,$40.00,,,31820,31820,$25.00,$45.00,,
31825,31825,$25.00,$55.00,,,31825,31825,$30.00,$60.00,,
31830,31830,$20.00,$40.00,,,31830,31830,$25.00,$45.00,,
31899,31899,$25.00,$45.00,,,31899,31899,$30.00,$50.00,,
32000,32000,$14.00,$34.00,,,32000,32000,$19.00,$39.00,,
32002,32002,$19.00,$39.00,,,32002,32002,$24.00,$44.00,,
32005,32005,$15.00,$35.00,,,32005,32005,$20.00,$40.00,,
32019,32019,$22.00,$52.00,,,32019,32019,$27.00,$57.00,,
32020,32020,$22.00,$52.00,,,32020,32020,$27.00,$57.00,,
32035,32035,$30.00,$60.00,,,32035,32035,$35.00,$65.00,,
32036,32036,$20.00,$50.00,,,32036,32036,$25.00,$55.00,,
32095,32095,$16.00,$36.00,,,32095,32095,$21.00,$41.00,,
32096,32098,$60.00,$90.00,,,32096,32098,$65.00,$95.00,,
32100,32140,$60.00,$90.00,,,32100,32140,$65.00,$95.00,,
32141,32151,$65.00,$95.00,,,32141,32151,$70.00,$100.00,,
32160,32160,$75.00,$105.00,,,32160,32160,$80.00,$110.00,,
32200,32215,$30.00,$60.00,,,32200,32215,$35.00,$65.00,,
32220,32225,$60.00,$90.00,,,32220,32225,$65.00,$95.00,,
32310,32315,$20.00,$50.00,,,32310,32315,$25.00,$55.00,,
32320,32320,$60.00,$90.00,,,32320,32320,$65.00,$95.00,,
32400,32421,$12.00,$32.00,,,32400,32421,$17.00,$37.00,,
32422,32422,$15.00,$35.00,,,32422,32422,$20.00,$40.00,,
32440,32450,$60.00,$90.00,,,32440,32450,$65.00,$95.00,,
32480,32490,$70.00,$100.00,,,32480,32490,$75.00,$105.00,,
32500,32520,$60.00,$90.00,,,32500,32520,$65.00,$95.00,,
32851,32854,$100.00,$130.00,,,32522,32522,$80.00,$110.00,,
32522,32522,$75.00,$105.00,,,32525,32525,$95.00,$125.00,,
32525,32525,$90.00,$120.00,,,32540,32540,$65.00,$95.00,,
32540,32540,$60.00,$90.00,,,32545,32545,$75.00,$105.00,,
32545,32545,$70.00,$100.00,,,32550,32551,$27.00,$57.00,,
32550,32551,$22.00,$52.00,,,32552,32553,$17.00,$37.00,,
32552,32553,$12.00,$32.00,,,32554,32555,$17.00,$37.00,,
32554,32555,$12.00,$32.00,,,32556,32557,$27.00,$57.00,,
32556,32557,$22.00,$52.00,,,32560,32560,$20.00,$40.00,,
32560,32560,$15.00,$35.00,,,32561,32562,$20.00,$50.00,,
32561,32562,$15.00,$45.00,,,32601,32705,$20.00,$40.00,,
32601,32705,$15.00,$35.00,,,32800,32800,$35.00,$50.00,,
32800,32800,$30.00,$45.00,,,32810,32810,$20.00,$50.00,,
32810,32810,$15.00,$45.00,,,32815,32815,$55.00,$85.00,,
32815,32815,$50.00,$80.00,,,32820,32820,$80.00,$110.00,,
32820,32820,$75.00,$105.00,,,32851,32854,$105.00,$135.00,,
32900,32900,$25.00,$55.00,,,32900,32900,$30.00,$60.00,,
32905,32940,$35.00,$65.00,,,32905,32940,$40.00,$70.00,,
32960,32960,$10.00,$10.00,,,32960,32960,$15.00,$15.00,,
32998,32998,$60.00,$90.00,,,32998,32998,$65.00,$95.00,,
32999,32999,$60.00,$90.00,,,32999,32999,$65.00,$95.00,,
33010,33011,$15.00,$35.00,,,33010,33011,$20.00,$40.00,,
33015,33015,$20.00,$50.00,,,33015,33015,$25.00,$55.00,,
33020,33020,$40.00,$70.00,,,33020,33020,$45.00,$75.00,,
33025,33025,$70.00,$100.00,,,33025,33025,$75.00,$105.00,,
33030,33031,$70.00,$100.00,,,33030,33031,$75.00,$105.00,,
33050,33100,$70.00,$100.00,,,33050,33100,$75.00,$105.00,,
33120,33120,$80.00,$110.00,,,33120,33120,$85.00,$115.00,,
33130,33130,$70.00,$100.00,,,33130,33130,$75.00,$105.00,,
33200,33208,$90.00,$120.00,,,33200,33208,$95.00,$125.00,,
33210,33229,$50.00,$80.00,,,33210,33229,$55.00,$85.00,,
33230,33231,$60.00,$90.00,,,33230,33231,$65.00,$95.00,,
33232,33232,$25.00,$55.00,,,33232,33232,$30.00,$60.00,,
33233,33233,$50.00,$80.00,,,33233,33233,$55.00,$85.00,,
33234,33238,$50.00,$80.00,,,33234,33238,$55.00,$85.00,,
33240,33240,$50.00,$80.00,,,33240,33240,$55.00,$85.00,,
33241,33241,$50.00,$80.00,,,33241,33241,$55.00,$85.00,,
33243,33243,$50.00,$80.00,,,33243,33243,$55.00,$85.00,,
33244,33244,$50.00,$80.00,,,33244,33244,$55.00,$85.00,,
33245,33245,$60.00,$90.00,,,33245,33245,$65.00,$95.00,,
33246,33246,$50.00,$80.00,,,33246,33246,$55.00,$85.00,,
33249,33249,$60.00,$90.00,,,33249,33249,$65.00,$95.00,,
33250,33250,$70.00,$100.00,,,33250,33250,$75.00,$105.00,,
33251,33251,$80.00,$110.00,,,33251,33251,$85.00,$115.00,,
33253,33259,$80.00,$110.00,,,33253,33259,$85.00,$115.00,,
33261,33261,$80.00,$110.00,,,33261,33261,$85.00,$115.00,,
33262,33264,$60.00,$90.00,,,33262,33264,$65.00,$95.00,,
33265,33266,$80.00,$110.00,,,33265,33266,$85.00,$115.00,,
33270,33270,$60.00,$90.00,,,33270,33270,$65.00,$95.00,,
33271,33273,$50.00,$80.00,,,33271,33273,$55.00,$85.00,,
33282,33282,$60.00,$90.00,,,33282,33282,$65.00,$95.00,,
33284,33284,$60.00,$90.00,,,33284,33284,$65.00,$95.00,,
33300,33300,$70.00,$100.00,,,33300,33300,$75.00,$105.00,,
33305,33305,$80.00,$110.00,,,33305,33305,$85.00,$115.00,,
33310,33310,$70.00,$100.00,,,33310,33310,$75.00,$105.00,,
33315,33315,$80.00,$110.00,,,33315,33315,$85.00,$115.00,,
33320,33320,$50.00,$80.00,,,33320,33320,$55.00,$85.00,,
33321,33321,$55.00,$85.00,,,33321,33321,$60.00,$90.00,,
33322,33322,$60.00,$90.00,,,33322,33322,$65.00,$95.00,,
33330,33330,$50.00,$80.00,,,33330,33330,$55.00,$85.00,,
33332,33332,$55.00,$85.00,,,33332,33332,$60.00,$90.00,,
33335,33350,$60.00,$90.00,,,33335,33350,$65.00,$95.00,,
33361,33366,$90.00,$120.00,,,33361,33366,$95.00,$125.00,,
33367,33369,$90.00,$120.00,,,33367,33369,$95.00,$125.00,,
33400,33400,$80.00,$110.00,,,33400,33400,$85.00,$115.00,,
33401,33405,$70.00,$100.00,,,33401,33405,$75.00,$105.00,,
33406,33406,$90.00,$120.00,,,33406,33406,$95.00,$125.00,,
33410,33413,$90.00,$120.00,,,33410,33413,$95.00,$125.00,,
33414,33417,$90.00,$120.00,,,33414,33417,$95.00,$125.00,,
33418,33420,$110.00,$140.00,,,33418,33420,$115.00,$145.00,,
33422,33422,$110.00,$140.00,,,33422,33422,$115.00,$145.00,,
33425,33427,$110.00,$140.00,,,33425,33427,$115.00,$145.00,,
